idx,word,occurrences
2098,slave,4
2099,respectable,4
2100,de,4
2101,prominent,4
2102,arunachal,4
2103,iâ€™ll,4
2104,festival,4
2105,enthusiasm,4
2106,balakote,4
2107,horrific,4
2108,relentless,4
2109,booked,4
2110,fails,4
2111,lied,4
2112,letâ€™s,4
2113,evms,4
2114,gimmick,4
2115,buyer,4
2116,resign,4
2117,friendly,4
2118,richest,4
2119,study,4
2120,hopefully,4
2121,youthagainstmodi,4
2122,investigating,4
2123,guarantee,4
2124,healthcare,4
2125,agreed,4
2126,spent,4
2127,dearest,4
2128,â€¢,4
2129,bhi,4
2130,himachal,4
2131,debt,4
2132,restartgoamining,4
2133,votenyayvotecongress,4
2134,goamining,4
2135,trusted,4
2136,abkibaarphirmodisarkar,4
2137,built,4
2138,capital,4
2139,lesson,4
2140,nawaz,4
2141,holding,4
2142,gt,4
2143,indiastrikespakistan,4
2144,nationfirst,4
2145,se,4
2146,aid,4
2147,madam,4
2148,retaliation,4
2149,bheema,4
2150,humiliate,4
2151,natural,4
2152,favourite,4
2153,soul,4
2154,pleasure,4
2155,guess,4
2156,theyre,4
2157,belongs,4
2158,highly,4
2159,cap,4
2160,division,4
2161,betrayed,4
2162,gained,4
2163,nyt,4
2164,nz,4
2165,remind,4
2166,ideal,4
2167,afraid,4
2168,poison,4
2169,biopic,4
2170,abysmal,4
2171,valour,4
2172,anymore,4
2173,denied,4
2174,standard,4
2175,lovely,4
2176,reduced,4
2177,rw,4
2178,sovereignty,4
2179,couldnt,4
2180,generation,4
2181,beyond,4
2182,recognise,4
2183,refuse,4
2184,criticize,4
2185,specific,4
2186,afghanistan,4
2187,red,4
2188,cowardmodispreadinglies,4
2189,guest,4
2190,protesting,4
2191,targeted,4
2192,equality,4
2193,feb,4
2194,pulwamaterroristattack,4
2195,delighted,4
2196,secularism,4
2197,emerging,4
2198,deceit,4
2199,chosen,4
2200,chowkidars,4
2201,visited,4
2202,naidu,4
2203,neighbour,4
2204,opponent,4
2205,catholic,4
2206,hanged,4
2207,arun,4
2208,mockery,4
2209,bjpfoolbanaya,4
2210,feku,4
2211,mig,4
2212,hit,4
2213,debating,4
2214,uae,4
2215,civilization,4
2216,journalism,4
2217,trinamool,4
2218,headline,4
2219,sit,4
2220,favor,4
2221,modinewindia,4
2222,aspirant,4
2223,warned,4
2224,ago,4
2225,career,4
2226,tortured,4
2227,communalism,4
2228,peddling,4
2229,leading,4
2230,acting,4
2231,ultimate,4
2232,sign,4
2233,spirit,4
2234,sabarimala,4
2235,economist,4
2236,whoever,4
2237,marketing,4
2238,sane,4
2239,priority,4
2240,opinion,4
2241,vijay,4
2242,jay,4
2243,bt,4
2244,cool,4
2245,ðÿ˜ž,4
2246,grow,4
2247,welcomed,4
2248,proclaimed,4
2249,keralites,4
2250,reservation,4
2251,swine,4
2252,sidhu,4
2253,kargil,4
2254,isolate,4
2255,sunny,4
2256,burden,4
2257,srk,4
2258,access,4
2259,flee,4
2260,shooting,4
2261,photoshootsarkar,4
2262,mature,4
2263,shiva,4
2264,extreme,4
2265,mallya,4
2266,admire,4
2267,register,4
2268,affidavit,4
2269,kcr,4
2270,resolution,4
2271,married,4
2272,grave,4
2273,vivek,4
2274,producer,4
2275,sexual,4
2276,mocking,4
2277,fame,4
2278,block,4
2279,haryana,4
2280,baloch,4
2281,jab,4
2282,conferred,4
2283,kya,4
2284,wan,4
2285,justified,4
2286,certificate,4
2287,appeasement,4
2288,reported,4
2289,amrapali,4
2290,weak,4
2291,cricketer,4
2292,pawar,4
2293,prevent,4
2294,pmk,4
2295,period,4
2296,conference,4
2297,burnt,4
2298,putin,4
2299,perhaps,4
2300,developing,4
2301,understanding,4
2302,indira,4
2303,fuck,4
2304,effectively,4
2305,sweet,4
2306,thackeray,4
2307,devoted,4
2308,nobel,4
2309,witness,4
2310,vain,4
2311,bus,4
2312,trick,4
2313,entertainment,4
2314,kotler,4
2315,fresh,4
2316,mentally,4
2317,song,4
2318,birth,3
2319,root,3
2320,azhars,3
2321,provision,3
2322,coalition,3
2323,wardha,3
2324,mcc,3
2325,whining,3
2326,kulbhushan,3
2327,discussing,3
2328,nashik,3
2329,audio,3
2330,neta,3
2331,village,3
2332,neglected,3
2333,rarely,3
2334,king,3
2335,worship,3
2336,indiafirstmodibest,3
2337,forcing,3
2338,paramilitary,3
2339,msg,3
2340,slavery,3
2341,accepting,3
2342,surgicalstrikes,3
2343,perform,3
2344,ye,3
2345,antimuslim,3
2346,bothered,3
2347,plight,3
2348,metro,3
2349,golden,3
2350,vande,3
2351,inauguration,3
2352,sadhvipragyasinghthakur,3
2353,talent,3
2354,rahullovesterrorists,3
2355,recovery,3
2356,curb,3
2357,â€œchowkidarâ€,3
2358,pmkisan,3
2359,probe,3
2360,congis,3
2361,consequence,3
2362,antiindia,3
2363,assassination,3
2364,youll,3
2365,org,3
2366,mahagathbandhan,3
2367,dishonest,3
2368,alternative,3
2369,proven,3
2370,station,3
2371,chowkidarphirse,3
2372,coverage,3
2373,detail,3
2374,mention,3
2375,wall,3
2376,height,3
2377,zone,3
2378,lunatic,3
2379,previous,3
2380,verma,3
2381,collapse,3
2382,humiliation,3
2383,cop,3
2384,scare,3
2385,cheer,3
2386,forrd,3
2387,belt,3
2388,explain,3
2389,stunning,3
2390,affiliate,3
2391,speed,3
2392,union,3
2393,cooperation,3
2394,genuine,3
2395,convincing,3
2396,nefarious,3
2397,bihari,3
2398,biharrejectsmodi,3
2399,gen,3
2400,disrespected,3
2401,mm,3
2402,paisa,3
2403,creditchorpracharak,3
2404,letbettersenseprevail,3
2405,narcotic,3
2406,tiger,3
2407,manufactured,3
2408,construction,3
2409,fucking,3
2410,serial,3
2411,chose,3
2412,rbi,3
2413,ðÿš,3
2414,gold,3
2415,selling,3
2416,pt,3
2417,bust,3
2418,myth,3
2419,fuel,3
2420,exchange,3
2421,barkha,3
2422,unturned,3
2423,dutt,3
2424,aim,3
2425,thalaiva,3
2426,extra,3
2427,equal,3
2428,ability,3
2429,gender,3
2430,discrimination,3
2431,beti,3
2432,bachao,3
2433,driver,3
2434,saving,3
2435,mahatma,3
2436,mata,3
2437,dmkcongress,3
2438,doc,3
2439,conflicting,3
2440,verdict,3
2441,stable,3
2442,scary,3
2443,local,3
2444,intent,3
2445,meeting,3
2446,improve,3
2447,sentenced,3
2448,humiliating,3
2449,votebjp,3
2450,habit,3
2451,stuff,3
2452,sanction,3
2453,baby,3
2454,comparison,3
2455,dividend,3
2456,govtâ€™s,3
2457,objective,3
2458,posting,3
2459,jan,3
2460,pure,3
2461,inciting,3
2462,imaginary,3
2463,bar,3
2464,smriti,3
2465,lickers,3
2466,easily,3
2467,endorsed,3
2468,chaturvedi,3
2469,dumped,3
2470,whatsoever,3
2471,whoatetherafalepie,3
2472,ashok,3
2473,bridge,3
2474,msp,3
2475,reform,3
2476,ho,3
2477,adani,3
2478,marginalised,3
2479,appreciation,3
2480,janta,3
2481,permanent,3
2482,shining,3
2483,imposed,3
2484,isbaarphirmodi,3
2485,deprived,3
2486,maa,3
2487,cc,3
2488,carrying,3
2489,merit,3
2490,outstanding,3
2491,mn,3
2492,evidently,3
2493,invest,3
2494,raped,3
2495,gdp,3
2496,rafael,3
2497,mafia,3
2498,dalit,3
2499,rating,3
2500,nervous,3
2501,abandoned,3
2502,nagpur,3
2503,â‚¹,3
2504,obviously,3
2505,leaving,3
2506,input,3
2507,à¤šà¥œà¤•à¥€à¤¦à¤¾à¤°,3
2508,seemed,3
2509,publicity,3
2510,dog,3
2511,divisive,3
2512,pathological,3
2513,politicizing,3
2514,chopper,3
2515,minded,3
2516,ðÿ˜¡ðÿ˜¡ðÿ˜¡,3
2517,dy,3
2518,bjpsankalppatr,3
2519,bharatmodikesaath,3
2520,abkibaarpaar,3
2521,destroys,3
2522,marathi,3
2523,firing,3
2524,occurred,3
2525,suit,3
2526,gupta,3
2527,wo,3
2528,described,3
2529,mantra,3
2530,articlea,3
2531,infrastructure,3
2532,yadav,3
2533,private,3
2534,damodardas,3
2535,narrow,3
2536,dying,3
2537,french,3
2538,wake,3
2539,apologist,3
2540,violating,3
2541,patient,3
2542,sayyestowar,3
2543,con,3
2544,opindia,3
2545,narrate,3
2546,vip,3
2547,equally,3
2548,antibjp,3
2549,setback,3
2550,professor,3
2551,praised,3
2552,abroad,3
2553,bahut,3
2554,cartoon,3
2555,compromise,3
2556,restore,3
2557,nowhere,3
2558,entered,3
2559,reddy,3
2560,ðÿ˜ðÿ˜,3
2561,blocking,3
2562,conversation,3
2563,cancel,3
2564,ceremony,3
2565,utmost,3
2566,cmdr,3
2567,honouring,3
2568,incomplete,3
2569,shree,3
2570,navami,3
2571,yday,3
2572,describe,3
2573,disgust,3
2574,azad,3
2575,bullying,3
2576,kanyakumari,3
2577,zealand,3
2578,necessary,3
2579,provided,3
2580,yasinmalik,3
2581,middleman,3
2582,bereaved,3
2583,worrying,3
2584,magic,3
2585,declarepakterroriststate,3
2586,vajpayee,3
2587,gaya,3
2588,whatsapp,3
2589,honâ€™ble,3
2590,indopak,3
2591,dividing,3
2592,yatra,3
2593,rajya,3
2594,column,3
2595,introduced,3
2596,netanyahu,3
2597,revolutionary,3
2598,perpetrated,3
2599,sold,3
2600,behaviour,3
2601,libtards,3
2602,strengthened,3
2603,countryâ€™s,3
2604,platter,3
2605,int,3
2606,certainly,3
2607,crop,3
2608,pol,3
2609,pleased,3
2610,ladakh,3
2611,faced,3
2612,globally,3
2613,lal,3
2614,modihaitovikashai,3
2615,standwithforces,3
2616,deed,3
2617,hole,3
2618,superpower,3
2619,giant,3
2620,annum,3
2621,mudra,3
2622,vital,3
2623,sur,3
2624,pas,3
2625,generating,3
2626,cursed,3
2627,iranian,3
2628,credibility,3
2629,hoping,3
2630,dependent,3
2631,modiaanewalahai,3
2632,misery,3
2633,hearing,3
2634,safer,3
2635,lpg,3
2636,fabric,3
2637,accepts,3
2638,succeed,3
2639,hitting,3
2640,wasnâ€™t,3
2641,shoot,3
2642,particular,3
2643,avoid,3
2644,punishment,3
2645,gross,3
2646,incompetence,3
2647,solidarity,3
2648,precisely,3
2649,walking,3
2650,yeh,3
2651,bjpwithkasab,3
2652,gas,3
2653,leak,3
2654,missionshakti,3
2655,ahmad,3
2656,hussain,3
2657,westbengal,3
2658,warrior,3
2659,isbaarnamophirse,3
2660,wicked,3
2661,goat,3
2662,seek,3
2663,tragic,3
2664,rubbish,3
2665,designated,3
2666,abv,3
2667,taught,3
2668,departed,3
2669,ghus,3
2670,track,3
2671,jinnah,3
2672,vile,3
2673,rejecting,3
2674,sedition,3
2675,amu,3
2676,northeastmodi,3
2677,poem,3
2678,drought,3
2679,rampant,3
2680,rti,3
2681,near,3
2682,hinduism,3
2683,tight,3
2684,bajrangi,3
2685,crash,3
2686,sahi,3
2687,reelection,3
2688,somewhere,3
2689,jawaharlal,3
2690,allegation,3
2691,admit,3
2692,training,3
2693,obsession,3
2694,doubting,3
2695,forcesâ€™,3
2696,teacher,3
2697,trustworthy,3
2698,apologise,3
2699,biased,3
2700,massacre,3
2701,demonetisationyaadrakhna,3
2702,writing,3
2703,bought,3
2704,civic,3
2705,efficient,3
2706,relieved,3
2707,production,3
2708,cast,3
2709,bharatbacksmodi,3
2710,closest,3
2711,aware,3
2712,conversion,3
2713,tremendous,3
2714,slammed,3
2715,dat,3
2716,spbsp,3
2717,assurance,3
2718,cyber,3
2719,ridiculous,3
2720,frm,3
2721,prisoner,3
2722,patna,3
2723,expectation,3
2724,bharatiya,3
2725,janata,3
2726,petrol,3
2727,hail,3
2728,facility,3
2729,empowerment,3
2730,gentleman,3
2731,negligence,3
2732,bearer,3
2733,associated,3
2734,ajit,3
2735,escorted,3
2736,cp,3
2737,pakistanstrikesback,3
2738,encourage,3
2739,click,3
2740,roadshow,3
2741,menace,3
2742,chandrababu,3
2743,ðÿ˜­ðÿ˜­,3
2744,nw,3
2745,dastardly,3
2746,born,3
2747,hello,3
2748,medal,3
2749,shout,3
2750,puppet,3
2751,manoj,3
2752,france,3
2753,gullible,3
2754,infact,3
2755,bishop,3
2756,beauty,3
2757,convicted,3
2758,asaram,3
2759,bapu,3
2760,available,3
2761,tere,3
2762,rahulforbehtarbharat,3
2763,happily,3
2764,nose,3
2765,various,3
2766,ekhichowkidarchorhai,3
2767,appreciated,3
2768,goal,3
2769,gov,3
2770,contempt,3
2771,gaddarlist,3
2772,cancelled,3
2773,awareness,3
2774,amongst,3
2775,addition,3
2776,admired,3
2777,antinationalmodi,3
2778,uaes,3
2779,realising,3
2780,avenge,3
2781,honor,3
2782,havoc,3
2783,fine,3
2784,cbn,3
2785,cute,3
2786,ignoring,3
2787,compensatoryattempts,3
2788,happening,3
2789,studying,3
2790,supposed,3
2791,shouting,3
2792,quoted,3
2793,orop,3
2794,guided,3
2795,rewarded,3
2796,falsehood,3
2797,secretary,3
2798,bully,3
2799,homebuyers,3
2800,wud,3
2801,believed,3
2802,pseudo,3
2803,triple,3
2804,oppressed,3
2805,islamist,3
2806,utter,3
2807,disgrace,3
2808,onth,3
2809,confused,3
2810,highlighting,3
2811,growing,3
2812,fb,3
2813,dropped,3
2814,kuch,3
2815,praying,3
2816,hurting,3
2817,japan,3
2818,ghar,3
2819,sensible,3
2820,premise,3
2821,passed,3
2822,barbaric,3
2823,tuesdaythoughts,3
2824,gobacksadistmodi,3
2825,divided,3
2826,energetic,3
2827,europe,3
2828,celebration,3
2829,flying,3
2830,prepared,3
2831,deflect,3
2832,lucknow,3
2833,valuable,3
2834,khalistan,3
2835,basis,3
2836,greed,3
2837,comedy,3
2838,momentum,3
2839,damaging,3
2840,pl,3
2841,punishpakloyalists,3
2842,toilet,3
2843,button,3
2844,achieved,3
2845,congi,3
2846,modiunstoppable,3
2847,clueless,3
2848,fearless,3
2849,heartiest,3
2850,nominated,3
2851,represent,3
2852,cab,3
2853,graveyard,3
2854,battling,3
2855,pace,3
2856,delayed,3
2857,wait,3
2858,severely,3
2859,trend,3
2860,inspiring,3
2861,nyay,3
2862,deve,3
2863,gowda,3
2864,sab,3
2865,grief,3
2866,apostle,3
2867,intention,3
2868,disturbed,3
2869,boosting,3
2870,shiv,3
2871,questioned,3
2872,ed,3
2873,brief,3
2874,freebie,3
2875,troop,3
2876,sp,3
2877,communist,3
2878,bravehearts,3
2879,kolkata,3
2880,atrocity,3
2881,ordinary,3
2882,myvoteforcongress,3
2883,punishing,3
2884,despicable,3
2885,reminder,3
2886,filing,3
2887,abhinandanreturns,3
2888,fuckin,3
2889,officially,3
2890,insensitivity,3
2891,corrupted,3
2892,slam,3
2893,pretty,3
2894,benefitted,3
2895,indiabolemodidobara,3
2896,aspiration,3
2897,ramnavami,3
2898,denying,3
2899,tkt,3
2900,karachi,3
2901,feed,3
2902,carefully,3
2903,shameonantinationals,3
2904,suffers,3
2905,kishtwar,3
2906,prestigious,3
2907,reaching,3
2908,implemented,3
2909,suspect,3
2910,sympathizer,3
2911,hon,3
2912,mondaymotivation,3
2913,pretending,3
2914,unfulfilled,3
2915,harassed,3
2916,pelter,3
2917,serving,3
2918,bastard,3
2919,gunned,3
2920,turnout,3
2921,gandhijis,3
2922,bihar,3
2923,primeminister,3
2924,fanaticism,3
2925,convert,3
2926,stress,3
2927,sickening,3
2928,cleared,3
2929,advance,3
2930,â€˜s,3
2931,representing,3
2932,minimum,3
2933,grant,3
2934,tired,3
2935,bjpmanifesto,3
2936,colour,3
2937,historical,3
2938,akhilesh,3
2939,highlight,3
2940,tweeted,3
2941,pc,3
2942,season,3
2943,individual,3
2944,voteforcongress,3
2945,bombing,3
2946,quick,3
2947,raise,3
2948,cleaner,3
2949,advice,3
2950,airstrikes,3
2951,win+,3
2952,hal,3
2953,cag,3
2954,resorting,3
2955,entitlement,3
2956,condemning,3
2957,toh,3
2958,treason,3
2959,raid,3
2960,damn,3
2961,admk,3
2962,brighter,3
2963,speaker,3
2964,determined,3
2965,planet,3
2966,sincere,3
2967,ayushman,3
2968,fakecases,3
2969,genderbiasedlaws,3
2970,lmao,3
2971,original,3
2972,involvement,3
2973,visible,3
2974,honble,3
2975,hain,3
2976,mamta,3
2977,afspa,3
2978,related,3
2979,shun,3
2980,ignorant,3
2981,impossible,3
2982,activist,3
2983,behaving,3
2984,inclusive,3
2985,teach,3
2986,assured,3
2987,pitch,3
2988,shouldnâ€™t,3
2989,nazi,3
2990,h,3
2991,pakistanarmyzindabad,3
2992,faujis,3
2993,illness,3
2994,rip,3
2995,intimidation,3
2996,counter,3
2997,hemantkarkare,3
2998,overwhelming,3
2999,explains,3
3000,fabulous,3
3001,nasty,3
3002,participation,3
3003,ðÿ˜‰,3
3004,zayed,3
3005,philip,3
3006,western,3
3007,smt,3
3008,pre,3
3009,upon,3
3010,nyayforindia,3
3011,ratna,3
3012,lucky,3
3013,influence,3
3014,farewell,3
3015,critic,3
3016,fringe,3
3017,chowkidarâ€™,3
3018,dictator,3
3019,enjoys,3
3020,bankruptcy,3
3021,reveals,3
3022,ðÿ,3
3023,zakir,3
3024,naik,3
3025,impressive,3
3026,traffic,3
3027,aircraft,2
3028,deadliest,2
3029,thus,2
3030,tech,2
3031,bogus,2
3032,passage,2
3033,half,2
3034,forge,2
3035,convince,2
3036,jadhav,2
3037,chintamanispeaks,2
3038,dhule,2
3039,ðÿ˜±,2
3040,walk,2
3041,hua,2
3042,criticise,2
3043,rival,2
3044,rajivgandhi,2
3045,priyankagandhi,2
3046,modihiaayega,2
3047,reader,2
3048,bjpcheatedap,2
3049,nomorenamo,2
3050,siddaramaiah,2
3051,tipu,2
3052,tnnamowarriors,2
3053,ayodhya,2
3054,begum,2
3055,agnst,2
3056,pissing,2
3057,capturing,2
3058,percent,2
3059,citizenship,2
3060,wedding,2
3061,liquor,2
3062,surprising,2
3063,contribution,2
3064,pune,2
3065,hashtag,2
3066,belonging,2
3067,di,2
3068,ethic,2
3069,tolerated,2
3070,crush,2
3071,jklf,2
3072,talented,2
3073,prefers,2
3074,loyalty,2
3075,termed,2
3076,w,2
3077,teaching,2
3078,irrespective,2
3079,npa,2
3080,editor,2
3081,mark,2
3082,healthy,2
3083,chowkidarfirse,2
3084,looted,2
3085,poorer,2
3086,deshvirodhigang,2
3087,prevented,2
3088,entering,2
3089,modihaitohmumkinhai,2
3090,reelected,2
3091,mufti,2
3092,touched,2
3093,tricolour,2
3094,thakurs,2
3095,signed,2
3096,pinned,2
3097,phobia,2
3098,incite,2
3099,à¤œà¤¯,2
3100,context,2
3101,meraparivarabhajapaparivar,2
3102,wholeheartedly,2
3103,jobless,2
3104,businessmen,2
3105,misused,2
3106,separatist,2
3107,reminded,2
3108,expert,2
3109,guidance,2
3110,trudeau,2
3111,sanju,2
3112,thrashed,2
3113,murli,2
3114,corporates,2
3115,dyslexic,2
3116,deny,2
3117,molester,2
3118,khangress,2
3119,disgusted,2
3120,mercilessly,2
3121,serf,2
3122,acceptance,2
3123,grows,2
3124,accountability,2
3125,balakotairstrikes,2
3126,main,2
3127,srinagar,2
3128,weâ€™ve,2
3129,demolished,2
3130,hyderabad,2
3131,manipulated,2
3132,chowkidarnarendramodi,2
3133,hysterical,2
3134,representative,2
3135,hurl,2
3136,â€œi,2
3137,naralokesh,2
3138,morale,2
3139,cabinet,2
3140,charity,2
3141,factcheck,2
3142,whereabouts,2
3143,commercial,2
3144,ani,2
3145,blesses,2
3146,participating,2
3147,bakshi,2
3148,delete,2
3149,tirupur,2
3150,removed,2
3151,mortal,2
3152,compromised,2
3153,mi,2
3154,ipl,2
3155,affiliation,2
3156,nightmare,2
3157,earned,2
3158,challenging,2
3159,extract,2
3160,~increasing,2
3161,commerce,2
3162,žðÿ,2
3163,liked,2
3164,steal,2
3165,bose,2
3166,factory,2
3167,pnb,2
3168,alleged,2
3169,fugitive,2
3170,ðÿ¤£ðÿ¤£ðÿ¤£,2
3171,enthused,2
3172,sagarika,2
3173,et,2
3174,pakpremipatrakaar,2
3175,anywhere,2
3176,unplugged,2
3177,poralis,2
3178,unnecessarily,2
3179,remaining,2
3180,prosecution,2
3181,encounter,2
3182,hearty,2
3183,donating,2
3184,govindarajan,2
3185,candle,2
3186,fix,2
3187,tool,2
3188,controversial,2
3189,jpc,2
3190,allowing,2
3191,justiceforgovindraj,2
3192,masjid,2
3193,boasted,2
3194,prison,2
3195,early,2
3196,react,2
3197,baba,2
3198,anguished,2
3199,disciplined,2
3200,q,2
3201,balance,2
3202,votemodi,2
3203,naxalattack,2
3204,maafimaangomodi,2
3205,resulted,2
3206,suresh,2
3207,gopi,2
3208,morning,2
3209,keralam,2
3210,congressi,2
3211,hopeless,2
3212,quickly,2
3213,graduated,2
3214,protester,2
3215,easing,2
3216,assiduously,2
3217,served,2
3218,fm,2
3219,demolish,2
3220,isro,2
3221,chat,2
3222,hack,2
3223,sing,2
3224,victimhood,2
3225,fast,2
3226,machinery,2
3227,survivor,2
3228,noise,2
3229,bangle,2
3230,acknowledge,2
3231,wipe,2
3232,doctrine,2
3233,bloodbath,2
3234,saddened,2
3235,angered,2
3236,implied,2
3237,shd,2
3238,swati,2
3239,dravidian,2
3240,hathras,2
3241,karma,2
3242,catch,2
3243,eradicate,2
3244,initiated,2
3245,peacenotwar,2
3246,programme,2
3247,meravotecongressko,2
3248,irritated,2
3249,fixed,2
3250,imminent,2
3251,thanking,2
3252,wasnt,2
3253,crediting,2
3254,knew,2
3255,safely,2
3256,peddle,2
3257,letting,2
3258,niravmodi,2
3259,backward,2
3260,capitalist,2
3261,struggle,2
3262,apart,2
3263,boasting,2
3264,sumitra,2
3265,putting,2
3266,oxford,2
3267,revelation,2
3268,impressed,2
3269,bhartiya,2
3270,spoiled,2
3271,accuses,2
3272,shattered,2
3273,mlas,2
3274,garner,2
3275,iâ€™d,2
3276,announcing,2
3277,behalf,2
3278,whah,2
3279,earning,2
3280,lac,2
3281,guarding,2
3282,taxpayer,2
3283,iwontvoteformodi,2
3284,mgmt,2
3285,godi,2
3286,sentence,2
3287,muzaffarnagar,2
3288,projected,2
3289,sole,2
3290,symbol,2
3291,torturing,2
3292,chargesheet,2
3293,piyush,2
3294,absolute,2
3295,ballistic,2
3296,homelessness,2
3297,pal,2
3298,tmrw,2
3299,judgement,2
3300,harass,2
3301,bengali,2
3302,sufficient,2
3303,deadly,2
3304,invincible,2
3305,presenting,2
3306,abhinandanmyhero,2
3307,pathan,2
3308,epic,2
3309,assam,2
3310,confession,2
3311,aka,2
3312,apologises,2
3313,lawyer,2
3314,attributing,2
3315,hallucination,2
3316,constipation,2
3317,fodder,2
3318,violated,2
3319,ia,2
3320,omg,2
3321,hindðÿ‡®ðÿ‡³,2
3322,believing,2
3323,modihaintohmumkinhain,2
3324,prem,2
3325,encouraged,2
3326,coastal,2
3327,touching,2
3328,collected,2
3329,confusing,2
3330,pradhan,2
3331,sevak,2
3332,ambedkar,2
3333,tamilians,2
3334,outraged,2
3335,tuesday,2
3336,crpfjawans,2
3337,murderous,2
3338,foolish,2
3339,blinded,2
3340,indiafirst,2
3341,cult,2
3342,disharmony,2
3343,sowing,2
3344,formula,2
3345,achhe,2
3346,theprint,2
3347,attribute,2
3348,tsunami,2
3349,communication,2
3350,elite,2
3351,comedian,2
3352,privilege,2
3353,sporting,2
3354,withdrawn,2
3355,empty,2
3356,reputation,2
3357,humor,2
3358,foe,2
3359,anniversary,2
3360,dandi,2
3361,endeavour,2
3362,secunderabad,2
3363,ðÿ™,2
3364,mood,2
3365,sambit,2
3366,patra,2
3367,mulayamformodi,2
3368,manish,2
3369,politicising,2
3370,management,2
3371,center,2
3372,inaugurated,2
3373,renowned,2
3374,ðÿ˜…,2
3375,fed,2
3376,seem,2
3377,inefficiency,2
3378,mizoram,2
3379,qureshi,2
3380,uproot,2
3381,inefficient,2
3382,maoiststargetdemocracy,2
3383,utterly,2
3384,gather,2
3385,previously,2
3386,kovind,2
3387,invite,2
3388,oath,2
3389,warrant,2
3390,code,2
3391,irresponsible,2
3392,complained,2
3393,poisonous,2
3394,handedly,2
3395,belong,2
3396,rath,2
3397,e,2
3398,relaxed,2
3399,grenade,2
3400,anticipate,2
3401,sum,2
3402,warmongermodi,2
3403,trollsangh,2
3404,ananth,2
3405,revenue,2
3406,consume,2
3407,transport,2
3408,description,2
3409,faithful,2
3410,needful,2
3411,rot,2
3412,unconfirmed,2
3413,presentation,2
3414,connect,2
3415,typical,2
3416,designed,2
3417,suitable,2
3418,modimatbanao,2
3419,homage,2
3420,unabated,2
3421,exists,2
3422,mahila,2
3423,volunteer,2
3424,womenâ€™s,2
3425,denigrate,2
3426,dawood,2
3427,david,2
3428,angle,2
3429,although,2
3430,exam,2
3431,sakshi,2
3432,existential,2
3433,hurled,2
3434,reminding,2
3435,pollution,2
3436,spectacle,2
3437,wg,2
3438,nonhindu,2
3439,cloudymodi,2
3440,theyâ€™re,2
3441,fired,2
3442,university,2
3443,keen,2
3444,milking,2
3445,sort,2
3446,ordered,2
3447,lk,2
3448,selection,2
3449,youngster,2
3450,eliminates,2
3451,produce,2
3452,passion,2
3453,final,2
3454,naamdar,2
3455,kaamdar,2
3456,fundamental,2
3457,chowkidaar,2
3458,produced,2
3459,dreaded,2
3460,wide,2
3461,mostly,2
3462,settle,2
3463,unscrupulous,2
3464,employer,2
3465,ndas,2
3466,desai,2
3467,defecation,2
3468,poonch,2
3469,suspend,2
3470,crossloc,2
3471,participate,2
3472,convinces,2
3473,crown,2
3474,useful,2
3475,tackle,2
3476,shortcoming,2
3477,â€˜modi,2
3478,waiver,2
3479,bsnl,2
3480,basically,2
3481,pulwana,2
3482,amarnath,2
3483,fearlessly,2
3484,goi,2
3485,boot,2
3486,puri,2
3487,defenceless,2
3488,quit,2
3489,sanity,2
3490,nurturing,2
3491,gem,2
3492,praveen,2
3493,empowers,2
3494,monster,2
3495,ceasefire,2
3496,pti,2
3497,potentially,2
3498,navy,2
3499,preventing,2
3500,helpful,2
3501,satyamevjayate,2
3502,assemblypolls,2
3503,buddhist,2
3504,elevating,2
3505,persona,2
3506,mandal,2
3507,savecutoff_,2
3508,vacancy,2
3509,assure,2
3510,loksabhaelection,2
3511,authoritarian,2
3512,centralise,2
3513,privatise,2
3514,periyarists,2
3515,endorsing,2
3516,vc,2
3517,crypto,2
3518,sovereign,2
3519,trolling,2
3520,responded,2
3521,farming,2
3522,cr+,2
3523,pmay,2
3524,infra,2
3525,begun,2
3526,silly,2
3527,difficulty,2
3528,expressed,2
3529,heartfelt,2
3530,closer,2
3531,airsurgicalstrikes,2
3532,similarity,2
3533,hearted,2
3534,witnessed,2
3535,tampering,2
3536,bsf,2
3537,heard,2
3538,indiastrikesback,2
3539,mar,2
3540,larger,2
3541,joblessness,2
3542,sensational,2
3543,martyrdom,2
3544,bharatmangemodidobara,2
3545,sanitation,2
3546,pamphlet,2
3547,crossed,2
3548,ahluwalia,2
3549,personality,2
3550,politicize,2
3551,feature,2
3552,deshkeliyemodi,2
3553,advise,2
3554,surrender,2
3555,gathered,2
3556,awaits,2
3557,cheatedhomebuyers,2
3558,jp,2
3559,gaur,2
3560,infighting,2
3561,govern,2
3562,approve,2
3563,lahore,2
3564,madhya,2
3565,shivraj,2
3566,chouhan,2
3567,conveniently,2
3568,odd,2
3569,diversity,2
3570,dialogue,2
3571,tihar,2
3572,modispeakstonews,2
3573,spoil,2
3574,moronic,2
3575,regard,2
3576,precedent,2
3577,narendramodijindabad,2
3578,omar,2
3579,stood,2
3580,jamaat,2
3581,dozen,2
3582,required,2
3583,medical,2
3584,aiadmk,2
3585,violates,2
3586,dividerinchief,2
3587,misrule,2
3588,english,2
3589,nagrota,2
3590,yatris,2
3591,combo,2
3592,pappus,2
3593,appears,2
3594,considers,2
3595,choosing,2
3596,wng,2
3597,deescalation,2
3598,psychologically,2
3599,rid,2
